TT     PID     AT     CT   IO_D      WT     RT    TRT
1716    638   1618     83      0       97     13     97
1718    398   1016     53      5      701     10    701
1794    685   1712     68      0       81     12     81
1808    688   1717     81      0       90      8     90
1820    730   1813      5      0        6      0      6
1909    727   1806     89      0      102     12    102
1940    602   1510      9     10      429     13    429
2050    796   1963     72      0       86     13     86
2117    826   2054     61      0       62      0     62
2125    717   1783     13      9      341      4    341
2146    854   2109     35      0       36      0     36
2146    729   1808      5      2      337      0    337
2224    867   2146     65      0       77     11     77
2268    899   2218     42      0       49      6     49
2309    903   2231     67      0       77      9     77
2363    936   2310     43      0       52      8     52
2373    933   2303     68      0       69      0     69
2448    969   2404     29      0       43     13     43
2496    106    291     14     10     2204    221   2204
2724    961   2376      8      0      347    338    347
2766    257    678     10     24     2087     13   2087
2950    898   2218      5      0      731    725    731
3469     25     70      7      9     3398      0   3398
3579     51    147     14      3     3431    189   3431
3732      1      4     19     18     3727     13   3727
4048    147    386     10      9     3661    571   3661
4392    227    595     71      6     3796     12   3796
4441    162    418     68      2     4022     13   4022
4542    213    559     11      0     3982   3039   3982
4568     44    126     21      6     4441    190   4441
4841    101    272      8      0     4568   4559   4568
4848     50    146     11      9     4701     10   4701
4870     32     91      6      1     4778      0   4778
5051    344    906     10      8     4144     13   4144
5114    446   1129      5      0     3984   3978   3984
5190    328    863      8     17     4326    960   4326
5205    191    499      5      5     4705    298   4705
5338    628   1598     20      0     3739   1695   3739
5389    939   2322      5      2     3066    284   3066
5514    454   1152     13      0     4361    275   4361
5520    527   1342      5      0     4177   4171   4177
5657    991   2466      6      0     3190   3183   3190
5762    665   1679    104      2     4082      9   4082
5864    987   2458     11     14     3405      0   3405
5901    989   2463     29      9     3437      6   3437
5916    996   2481     15     15     3434      0   3434
5936     82    230     65      5     5705      0   5705
6215     62    171      7      2     6043    676   6043
6249    333    878     18      3     5370      1   5370
6360    567   1439     10      0     4920    302   4920
6422    673   1690      9      0     4731   4721   4731
6649    109    298      7      5     6350    271   6350
6680     39    108     10      0     6571     50   6571
6861    827   2055     18      0     4805   1175   4805
6869    829   2055     16      0     4813   1185   4813
6907    831   2064      6      0     4842   4835   4842
6984    825   2049      8     25     4934     10   4934
7019    697   1733      6      3     5285    373   5285
7177    866   2146      6      0     5030   5023   5030
7303    970   2408     16      1     4894    396   4894
7403    891   2198      6     15     5204    707   5204
7438    750   1854      8     15     5583    354   5583
7438    753   1858     10      0     5579   3297   5579
7684    242    636     10      4     7047      0   7047
7860    142    379      9     19     7480     13   7480
7888     28     81     19      8     7806      0   7806
7990    434   1096     10      8     6893      0   6893
8031    407   1036     58      6     6994      0   6994
8236    508   1298      8     10     6937      7   6937
8477    519   1330     11      7     7146      0   7146
8487    511   1308     13     10     7178     10   7178
8708    559   1416      6     26     7291     12   7291
8953    440   1120     35     30     7832     13   7832
9020    659   1661      9      0     7358   7348   7358
9022    599   1502     35     10     7519      0   7519
9152    642   1622     15      0     7529    282   7529
9513    666   1680     11      0     7832    307   7832
9602    806   1994      6      3     7607      0   7607
9636    256    673     11      8     8962   3538   8962
9650    798   1965     18      1     7684   1786   7684
9680    751   1857     36      0     7822    365   7822
10053    986   2455     31      1     7597      9   7597
10211    118    319     16      4     9891    850   9891
10257    493   1257     14      0     8999   4201   8999
10358    135    357     91      1    10000      0  10000
10459    100    272     12      0    10186   4549  10186
10667    129    342     52      5    10324      7  10324
10718    156    403     15      0    10314    614  10314
11018    341    899     18      7    10118     10  10118
11026    228    599     16      0    10426    457  10426
11172    321    845     75      2    10326      0  10326
11424    528   1343      6      1    10080   4186  10080
11499    536   1362     18      9    10136   2558  10136
11966    680   1700     32      9    10265      0  10265
12026    703   1748      9      0    10277  10267  10277
12061    570   1442      8      0    10618  10609  10618
12118    186    487     17      0    11630    267  11630
12295    671   1685     13     23    10609    635  10609
12379    965   2387     18      6     9991    376   9991
12431    973   2411     18      0    10019   4080  10019
12491    266    701     17      7    11789      9  11789
12637    107    293     29      0    12343    229  12343
12966    219    580     17      0    12385   5978  12385
13044    134    355      5      3    12688    232  12688
13144     74    202     21     28    12941     11  12941
13147    437   1109     10      0    12037   2899  12037
13269    447   1131     11      0    12137   3982  12137
13296    119    320     10      0    12975   1164  12975
13421    206    543     57      8    12877      0  12877
13426     45    129     20      5    13296     39  13296
13451     70    193     22      0    13257    689  13257
13502    314    833     16      0    12668   5931  12668
13582    304    806      8      1    12775   4926  12775
13606    721   1792     11      0    11813   3969  11813
13715    735   1822     24      0    11892   1357  11892
14034    858   2122     18      0    11911   4919  11911
14082    864   2137      8      1    11944   4963  11944
14163    870   2150      9      5    12012   5042  12012
14345    888   2194     25      0    12150    681  12150
14404    155    403     10     17    14000    610  14000
14426    758   1869     21      0    12556   3304  12556
14607    130    347     17      6    14259   5583  14259
14693    444   1128     13     27    13564   2943  13564
14747    239    623     12     15    14123   3527  14123
14782    254    670     20      0    14111   3531  14111
14787    255    673     17      0    14113   7171  14113
15154    506   1292     29      3    13861      9  13861
15268    510   1305     18     30    13962      9  13962
15553    614   1556     18      8    13996   4442  13996
15559    616   1564     23      0    13994   4448  13994
15646    995   2478     26      0    13167   2784  13167
15651    455   1156     22      8    14494    281  14494
15760    639   1619     24      5    14140   1706  14140
15766    123    328     23     21    15437   1176  15437
15830    656   1658     16      0    14171   7339  14171
15835    658   1660      5      7    14174   7347  14174
15909    756   1864     10      0    14044   7226  14044
15936    764   1882     15      0    14053   7242  14053
16159    786   1942     11      0    14216   7425  14216
16205    760   1872     20      5    14332     13  14332
16328    811   2014     15      0    14313   7554  14313
16381     95    257     58      1    16123     13  16123
16431    763   1880     92      7    14550     12  14550
16595    916   2253     21      0    14341   3882  14341
16756    929   2290      8     24    14465   7689  14465
16772    670   1683     23      0    15088    627  15088
17050    495   1263     19      0    15786   4215  15786
17189     33     95     22      0    17093    184  17093
17208    651   1645     16      1    15562   3145  15562
17268     79    221      8     14    17046   4648  17046
17307     23     67     38      0    17239     36  17239
17498    922   2268     16      1    15229   3927  15229
17672    307    811     21     25    16860     13  16860
17807    404   1028      6      2    16778  10023  16778
17832    405   1032      6     12    16799  10032  16799
17842    111    307     22      0    17534    760  17534
17961    250    658     27     21    17302      0  17302
17989    522   1336     19      0    16652   2998  16652
18002    524   1337     23      0    16664   3017  16664
18067    259    684     24      0    17382    713  17382
18169    150    390     25     25    17778    843  17778
18251    163    420      5     32    17830    846  17830
18281    550   1399      5      7    16881  10195  16881
18340    662   1669     43      7    16670     12  16670
18403    672   1689     10     10    16713   4701  16713
18405    667   1680      9     25    16724   4706  16724
18476    708   1756     17      3    16719   1287  16719
18516    710   1761      7     19    16754   1310  16754
18538     86    237     17     10    18300   4666  18300
18543    692   1722     40      0    16820    322  16820
18745    171    439      6     13    18305    855  18305
18830    950   2343     10      0    16486   9834  16486
18911    948   2340     27      0    16570    342  16570
18917    941   2328     14     28    16588    290  16588
19032    956   2359     30     10    16672      3  16672
19086    958   2365     74      5    16720      0  16720
19239    993   2472     16      5    16766   3198  16766
19492    207    545     23      6    18946   2988  18946
19636    215    564     27      0    19071   6062  19071
19962     64    180     92      2    19781      2  19781
19972    125    337     18      0    19634  12975  19634
19986     52    148     20      0    19837    198  19837
20196     26     75     20     31    20120      0  20120
20365    808   2002     62      3    18362      1  18362
20428    821   2044     15     15    18383     11  18383
20457    840   2076      7      9    18380  11779  18380
20647    741   1835     18     12    18811    281  18811
20980    754   1860     19      1    19119   3305  19119
21036    299    789     26     21    20246      9  20246
21268    234    615     26     10    20652   3483  20652
21351    225    588     29      8    20762     13  20762
21375    245    644     25      0    20730   7240  20730
21490    462   1177     15      4    20312   6848  20312
21551    149    390     26      5    21160    833  21160
21701    580   1462     20      0    20238   6783  20238
21837    592   1483     18      4    20353   6888  20353
21878    264    698     20      3    21179    634  21179
21893    514   1318     27      1    20574     11  20574
22027    516   1322     44      3    20704     10  20704
22166    619   1573     26     29    20592   4469  20592
22231    459   1166     39      2    21064    294  21064
22361    661   1664      8     33    20696   7355  20696
22413    755   1863     15      9    20549   7217  20549
22477    768   1898     26      0    20578   7268  20578
22615    655   1655     27      1    20959    284  20959
22630    716   1780     92      9    20849     13  20849
22657    783   1932     16      2    20724   7404  20724
22824    320    845     29      1    21978    935  21978
22873    812   2019     12      6    20853   7559  20853
22914    799   1966     31      3    20947   1805  20947
22998    669   1682     21      6    21315    608  21315
23050    620   1578     18     20    21471   4470  21471
23061    622   1583     14     27    21477   4491  21477
23129    915   2252     15     22    20876   3868  20876
23152    920   2260     21      8    20891   3915  20891
23206    930   2293     27      0    20912   7690  20912
23390    947   2337     35      0    21052    325  21052
23455    488   1248     15      6    22206   4165  22206
23489    491   1252     20     20    22236   4190  22236
23543    503   1282     25      0    22260   9028  22260
23548    158    408     43      5    23139      0  23139
23676     43    121     19     27    23554      2  23554
23711     80    225     26      4    23485   4648  23485
23808    177    454     16      2    23353  10133  23353
23872    153    397     23      9    23474    588  23474
24216    392   1003     27      5    23212   2470  23212
24343     46    131     25     37    24211     47  24211
24434    471   1206     17     12    23227     13  23227
24604    530   1347     40      0    23256   2521  23256
24683    543   1378     21      0    23304  10154  23304
24683    544   1382     18      2    23300  10160  23300
24731    552   1402     17      4    23328  10194  23328
24899    689   1717     26     20    23181      0  23181
24964    168    434     46     19    24529    853  24529
25281    277    740     19     10    24540   1622  24540
25352    962   2380     20      7    22971    353  22971
25352    963   2382     21      2    22969    361  22969
25413    972   2409     22      2    23003   4072  23003
25426    971   2409     16     32    23016   4067  23016
25589    297    784     28      0    24804   4897  24804
25594    296    783     25      4    24810   4889  24810
25893    197    514     15      8    25378   4033  25378
25897    203    530     15      1    25366  12395  25366
26039    425   1078     12     10    24960  11989  24960
26058    430   1087     10     28    24970  12004  24970
26062    117    319     42      0    25742    792  25742
26078    542   1374     20      4    24703   2601  24703
26079    347    916     25     34    25162     11  25162
26105    359    946     63      6    25158      0  25158
26387    312    826     28      0    25560   5918  25560
26397    315    837     19      3    25559   5937  25559
26497    302    800     14     24    25696   4911  25696
26513    330    868     41      0    25644    969  25644
26530    724   1799     15     21    24730   4022  24730
26535    342    901     31      0    25633    963  25633
26641    828   2055     35     13    24585   1195  24585
26796    848   2094     30      0    24701   4839  24701
26814    814   2026     82      1    24787      0  24787
27116    878   2164     29      1    24951   2448  24951
27120    879   2164     34     10    24955   2458  24955
27153    882   2176     32      6    24976    648  24976
27209    890   2197     32      5    25011    698  25011
27248    448   1136     26     22    26111   3987  26111
27287    346    911     35      6    26375   4308  26375
27426    988   2459     48     10    24966      4  24966
27463    132    352     35      1    27110   5588  27110
27481    145    379     34      7    27101    248  27101
27590    237    620     34     10    26969   3510  26969
27628    159    410     43     10    27217    245  27217
27703    249    654     45      0    27048    522  27048
27727    468   1196     26      6    26530   6756  26530
27768    461   1172     27      9    26595   6843  26595
27776    139    367     28      7    27408    846  27408
27835     93    254     40     10    27580    188  27580
27892    160    411     34     27    27480    254  27480
27991    584   1470     34      0    26520   6830  26520
28004    586   1473     28      0    26530   6846  26530
28110     24     69     33      6    28040    186  28040
28208    484   1236     41      0    26971    358  26971
28260    606   1527     17     39    26732   7088  26732
28286    611   1545     38      0    26740   4425  26740
28298    613   1555     41      0    26742   4433  26742
28349    624   1584     34      0    26764   7185  26764
28439    636   1610     45     22    26828   1705  26828
28463    556   1409     56      0    27053    243  27053
28479    649   1645     36      9    26833   3135  26833
28489    652   1647     36      0    26841   7320  26841
28552    660   1664     21     25    26887   7359  26887
28646    774   1908     28      0    26737   7297  26737
28701    647   1641     34     10    27059    283  27059
28797    788   1945     17     17    26851   7442  26851
28872    481   1230     28      9    27641    338  27641
28929    813   2022     16      7    26906   7563  26906
28933    664   1674     28     33    27258    307  27258
29002    892   2201     43      9    26800    708  26800
29056    897   2213     51     10    26842      0  26842
29075    906   2238     27     11    26836    788  26836
29136    913   2246     31     10    26889   3851  26889
29232    928   2289     28      0    26942   7680  26942
29310    994   2475     49      3    26834     11  26834
29343    352    932     28     33    28410   1566  28410
29499    499   1276     32      0    28222   9010  28222
29514    241    631     36     18    28882      0  28882
29532     84    234     19      9    29297  10123  29297
29765    303    801     35     21    28963     13  28963
29835    388    997     19      9    28837   9692  28837
29874    382    988     12     17    28885   9744  28885
29950    366    962     39      0    28987   5334  28987
30047    384    989     33      4    29057   2454  29057
30158    406   1032     32      0    29125  10036  29125
30399    452   1150     36      9    29248    257  29248
30422    457   1161     44     28    29260     13  29260
30526    539   1369     24     19    29156   2582  29156
30556    545   1387     12     20    29168  10175  29168
30636    339    895     46      0    29740    866  29740
30851    815   2027     42      0    28823   2951  28823
30868    817   2032     42      0    28835   2966  28835
30973    706   1752     13     24    29220  10283  29220
30981    571   1443     19      2    29537  10617  29537
31311    980   2440     22      6    28870  10060  28870
31364    537   1364     46      0    29999   2567  29999
31439    181    470     34     29    30968    245  30968
31534    291    766     22      3    30767  11976  30767
31539    290    765     22      7    30773  11967  30773
31591    195    508     35      0    31082  12281  31082
31681    214    560     53      0    31120   3048  31120
31730    104    284     35     26    31445    267  31445
31903    436   1106     31      8    30796   2892  30796
31911    438   1113     25     30    30797   2915  30797
32591    846   2090     27     13    30500   4826  30500
32636    852   2101     21     28    30534   4872  30534
32660    856   2115     35      0    30544  11887  30544
32715    860   2125     27     17    30589   4936  30589
32788    747   1848     28     34    30939    323  30939
32795    731   1815     55      5    30979      4  30979
32894    853   2104     92      6    30789     12  30789
32951    886   2189     43      5    30761    666  30761
33130    295    780     67      5    32349     10  32349
33135    999   2487     40     13    30647   1141  30647
33150    355    935     58      1    32214   1574  32214
33155     49    141     66      4    33013     74  33013
33183     73    197     46      7    32985    195  32985
33197    231    609     42      0    32587   7089  32587
33237    232    610     25     36    32626   7098  32626
33297     31     91     77     32    33205      3  33205
33303     22     63     86      0    33239     20  33239
33371    138    366     57      0    33004    333  33004
33592    582   1467     23     12    32124   6818  32124
33708    598   1498     42      0    32209   6937  32209
33821    486   1242     45     10    32578    372  32578
33826    607   1529     39      0    32296   7091  32296
33984    634   1605     71      0    32378   1700  32378
33990    641   1621     68      0    32368   1711  32368
34015    653   1648     40      0    32366   7329  32366
34042    632   1604     33      7    32437   7445  32437
34163    331    870     33     19    33292    977  33292
34178    776   1914     41      0    32263   7311  32263
34228    779   1923     27     30    32304   7340  32304
34287    784   1937     35     14    32349   7404  32349
34290    732   1819    100      7    32470      2  32470
34370    795   1962     45      0    32407   7508  32407
34439    809   2005     45      0    32433   7543  32433
34454    807   1998     35      9    32455      0  32455
34542    803   1980     80      0    32561    272  32561
34550    657   1659     61      7    32890    290  32890
34567    905   2238     42      6    32328    778  32328
34847    354    935     28     25    33911   1569  33911
35054     12     33     22     26    35020  10343  35020
35116     27     80     54     22    35035      2  35035
35132     90    245     38      6    34886  10273  34886
35176    175    449     34      3    34726  10118  34726
35264    360    949     34     10    34314   9692  34314
35305    383    988     26     12    34316   9736  34316
35328    391   1003     40      6    34324   5224  34324
35356    389   1000     34     24    34355   5220  34355
35463    372    971     23     35    34491   9892  34491
35509    379    982     29     24    34526   2455  34526
35568    403   1025     41      0    34542  10016  34542
35586     63    176     76      2    35409     10  35409
35781    167    434     34     35    35346    846  35346
36020    190    494     48     10    35525    296  35525
36076    686   1713     37      0    34362  10045  34362
36124    714   1772     54      0    34351   1329  34351
36451    280    744     45      3    35706   1638  35706
36495    944   2329     39      2    34165    308  34165
36527    959   2370     42     20    34156    322  34156
36733    301    797     47      0    35935   4904  35935
36817    260    684     43     30    36132     12  36132
36901    401   1020     62      0    35880   2483  35880
36978    216    569     42      0    36408  12362  36408
36996    223    586     43      5    36409   5992  36409
37103    421   1074     35      6    36028  11967  36028
37138     59    164     31     32    36973    758  36973
37288    432   1089     45      7    36198   3999  36198
37345     68    189     44      2    37155    167  37155
37358    131    351     28      9    37006  13007  37006
37380      9     24     37      8    37355      7  37355
37455    188    493     39     18    36961    281  36961
37498    272    724     88      7    36773      7  36773
37821    845   2087     42      6    35733   4819  35733
37876    743   1836     57      0    36039    295  36039
37901    857   2118     45     10    35782   4913  35782
37954    745   1843     51      5    36110    308  36110
37979    749   1854     48      7    36124    344  36124
37979    868   2146     42     10    35832   5030  35832
38085    968   2399     46     24    35685    401  35685
38097    883   2181     40     22    35915    647  35915
38104    885   2189     51      9    35914    656  35914
38121    889   2194     51      1    35926    691  35926
38133    896   2209     48      0    35923   5188  35923
38199    180    466     69      0    37732    471  37732
38279      4     10     94      7    38268      7  38268
38293    127    338     55      4    37954      4  37954
38330    114    314     60      7    38015    835  38015
38359    236    618     62      0    37740   3502  37740
38363    235    617     38     16    37745   3488  37745
38364    238    620     49      6    37743   3520  37743
38463    473   1210     54      0    37252   6795  37252
38485    463   1178     37     11    37306   6857  37306
38487    464   1179     48      0    37307   6864  37307
38521     83    232     68      0    38288    230  38288
38591    520   1330     63      9    37260      8  37260
38695    589   1478     47      0    37216   6871  37216
38727    591   1480     34     33    37246   6886  37246
38789    605   1522     52      0    37266   6984  37266
38840    482   1235     51      8    37604    339  37604
38865    558   1414     64      5    37450      0  37450
38872    609   1537     38      9    37334   7113  37334
38962    626   1591     47      0    37370   3685  37370
38979    746   1846     70     21    37132    315  37132
38993    487   1244     59     28    37748    380  37748
39013    562   1426     62      0    37586    246  37586
39020    631   1599     42      2    37420   7440  37420
39053    757   1865     41      6    37187   7235  37187
39098    771   1900     47      0    37197   7276  37197
39233    762   1877     65      7    37355      0  37355
39248    791   1955     40      1    37292   7478  37292
39252    792   1957     38      4    37294   7486  37294
39318    690   1718     63      0    37599    306  37599
39343    800   1971     46     28    37371   1805  37371
39344    769   1898     97      6    37445      0  37445
39448    623   1583     52     24    37864   4496  37864
39463    914   2247     48      5    37215   3870  37215
39570    932   2302     45      2    37267   7704  37267
39574    573   1450     65      0    38123    252  38123
39576    568   1440     64     32    38135     10  38135
39581    351    928     40     35    38652   1555  38652
39601    353    932     40     19    38668   1560  38668
39618    940   2326     60      0    37291    282  37291
39728    490   1250     59      0    38477   4182  38477
39738    492   1253     63      0    38484   4195  38484
39864     99    268     51      1    39595   4540  39595
39870     78    216     59      0    39653   4628  39653
39916     35     99     80      0    39816     39  39816
39919    173    446     37      7    39472  10102  39472
39936    176    451     45      3    39484  10126  39484
40005    361    949     35     13    39055   9683  39055
40008    300    793     46     21    39214     11  39214
40052    381    987     33     16    39064   9730  39064
40115    365    962     50      4    39152   5324  39152
40153    370    969     36     16    39183   9857  39183
40188    375    976     48      7    39211   2420  39211
40214    385    992     58      0    39221   2461  39221
40226    332    874     55     18    39351      0  39351
40266    400   1020     35     25    39245  10005  39245
40298    408   1041     43      6    39256  10080  39256
40343    412   1050     46      6    39292  10131  39292
40362    515   1318     53      0    39043   9917  39043
40381    901   2224     66      0    38156    735  38156
40390    525   1337     47      8    39052   3007  39052
40416    268    707     66      0    39708    660  39708
40454    529   1343     48      1    39110   4176  39110
40487    533   1353     61      2    39133   2544  39133
40495    534   1358     60      8    39136   2549  39136
40509    538   1367     56      0    39141   2574  39141
40521    541   1373     50      9    39147   2592  39147
40599    165    429     61     14    40169    618  40169
40614    684   1709     49      3    38904   4620  38904
40667    676   1692     46     10    38974   4729  38974
40735    712   1767     45     12    38967   1318  38967
40800    694   1726     61      1    39073    341  39073
40800    816   2029     57      0    38770   2959  38770
40890    705   1752     42      5    39137  10287  39137
40913    572   1445     34     34    39467  10624  39467
41103    674   1690     37     30    39412   4715  39412
41147    974   2416     63      0    38730   4095  38730
41168    189    493     64      0    40674    287  40674
41168    978   2430     28     31    38737  10046  38737
41334    271    721     48     11    40612      1  40612
41335    288    761     47      0    40573  11951  40573
41341    289    762     45      1    40578  11960  40578
41392    172    444    101     10    40947      0  40947
41444    108    297     66     10    41146    262  41146
41664    564   1436     70      6    40227    283  40227
41739    449   1137     58      0    40601   3993  40601
41804     13     34     47     39    41769      4  41769
41822     48    136     74      0    41685     59  41685
42121    832   2064     36     27    40056  11731  40056
42203    843   2080     38      1    40122  11807  40122
42209    847   2094     59      0    40114   4829  40114
42245    742   1836     68      0    40408    285  40408
42252    855   2114     51      8    40137   4899  40137
42308    862   2129     45     29    40178   4949  40178
42318    865   2141     45      8    40176   4973  40176
42447    881   2171     67      1    40275    643  40275
42529    345    907     49     32    41621   4302  41621
42534      7     16    102     23    42517      1  42517
42556    998   2484     51      3    40071   5046  40071
42563    110    303     78      0    42259    274  42259
42586    726   1803     50     19    40782   4023  40782
42606    229    602     52      6    42003   7076  42003
42644    218    575     73     24    42068     10  42068
42724    428   1086     58     32    41637     10  41637
42752    116    317     52     22    42434    784  42434
42819    505   1287     57      0    41531   6864  41531
42844    433   1091     82      3    41752     10  41752
42917    585   1473     46      9    41443   6837  41443
42984    601   1510     49      1    41473   6951  41473
43018    478   1226     59      7    41791    312  41791
43026    122    328     61      7    42697    803  42697
43043    480   1229     69      0    41813    329  41813
43053    483   1236     72      0    41816    348  41816
43071    608   1534     52      2    41536   7106  41536
43148    561   1423     67     26    41724      9  41724
43173    458   1163     67     15    42009    293  42009
43186    630   1598     77      3    41587   1705  41587
43243    759   1870     41     15    41372   7240  41372
43262    770   1898     53      3    41363   7258  41363
43302    775   1909     54     10    41392   7306  41392
43330    780   1924     61      0    41405   7344  41405
43507    797   1964     52     16    41542   7657  41542
43510    802   1977     65     14    41532    255  41532
43512    778   1921     73     14    41590     10  41590
43561    907   2240     62      0    41320   7566  41320
43628    804   1984     47      6    41643    278  41643
43631    925   2279     47      5    41351   7660  41351
43650    924   2277     48     25    41372   7658  41372
43659    648   1644    101      1    42014      0  42014
43720     66    180     54     12    43539   2374  43539
43984    182    472     64      0    43511    475  43511
44026    393   1004     57      0    43021   9696  43021
44059    386    994     52     31    43064   5220  43064
44091    394   1009     48     18    43081   5228  43081
44148    374    973     44     14    43174   9896  43174
44201    402   1021     61      0    43179  10010  43179
44236    415   1055     39     30    43180  10033  43180
44335    518   1326     56      4    43008   3048  43008
44379    560   1418     52      3    42960   9970  42960
44432    540   1372     46      8    43059   2584  43059
44439    546   1387     63      0    43051  10165  43051
44510    565   1437     62     25    43072    284  43072
44514    566   1438     56     11    43075    293  43075
44593    711   1764     70      0    42828   1311  42828
44617     87    238     47     24    44378   4670  44378
44652    819   2038     71      0    42613   2970  42613
44717    704   1749     55      0    42967  10276  42967
44728    414   1055     71      6    43672      0  43672
44739    269    712     47     17    44026  11386  44026
44761    934   2306     48      3    42454   9851  42454
44783    931   2298     56     34    42484     10  42484
44785    951   2346     50     10    42438   9841  42438
44881    966   2390     65     11    42490    380  42490
44881    964   2385     56     29    42495    368  42495
44890    976   2421     53      9    42468   4104  42468
44906    981   2441     53      9    42464  10069  42464
44986    350    924     66     10    44061   1549  44061
45071     47    134     68      7    44936     51  44936
45101    252    666     81      0    44434    721  44434
45135    212    558     64     10    44576   3030  44576
45150    210    550     61     32    44599   3013  44599
45154    977   2425     56     10    42728   4120  42728
45156    143    379     68      6    44776    228  44776
45164    226    592     52     21    44571   5994  44571
45256    426   1081     47      8    44174  11994  44174
45317    441   1124     59     26    44192   2918  44192
45402    121    326     58      8    45075   1168  45075
45432     53    150     63      0    45281  13225  45281
45456     65    180     74      0    45275    692  45275
45458    334    882     68      0    44575   5839  44575
45494    319    844     59      0    44649  12681  44649
45546    719   1788     72      0    43757   3956  43757
45576    185    482     72     27    45093    262  45093
45585    725   1803     62      4    43781   3978  43781
45654    737   1826     68      5    43827   1363  43827
45706    818   2037     83      1    43668      2  43668
45780    842   2079     55      0    43700  11798  43700
45789    851   2099     55      7    43689   4854  43689
45883    871   2151     62     10    43731   5045  43731
45908    200    523     76      0    45384   4039  45384
45953    880   2166     67      4    43786   2466  43786
45969    887   2191     77      0    43777    674  43777
45979    893   2203     72      1    43775    710  43775
45993    450   1142     74      0    44850   3998  44850
46054    293    774     70      5    45279   1683  45279
46072    992   2470     83     13    43601     11  43601
46117    258    680     49     18    45436   7174  45436
46192    475   1217     48     12    44974   6846  44974
46259     36    100    102      7    46158     48  46158
46269    577   1459     48     19    44809   6755  44809
46329    587   1474     67      0    44854   6865  44854
46371    597   1498     56      5    44872   6927  44872
46473    621   1579     71      8    44893   4475  44893
46500    830   2059     69     21    44440   1210  44440
46509    557   1412     98      0    45096    250  45096
46529    635   1607     81      0    44921    277  44921
46559    761   1874     72      0    44684   7240  44684
46644    782   1930     66      0    44713   7396  44713
46647    633   1604     61     13    45042    270  45042
46656    785   1937     71      0    44718   7410  44718
46661    787   1943     59      3    44717   7434  44717
46705    793   1958     56     21    44746   7495  44746
46714    781   1925    101     10    44788     13  44788
46715    687   1717     65      4    44997    297  44997
46747    894   2207     86      4    44539    716  44539
46759    801   1975     65     33    44783   1821  44783
46763    904   2234     66     29    44528    765  44528
46780    911   2242     78      0    44537   3845  44537
46798    912   2246     61     37    44551   3861  44551
46844    926   2282     70      0    44561   7667  44561
46857    805   1989     59     23    44867    283  44867
46861     69    193     83      0    46667    173  46667
46937    574   1453     95      4    45483     12  45483
46973    489   1250     81      0    45722   4172  45722
46976    494   1258     71      1    45717   4210  45717
46982    496   1264     80      0    45717   4224  45717
47012    170    438     63      2    46573   9902  46573
47060     19     49     61      6    47010  10354  47010
47205     57    163     60     21    47041    669  47041
47215    923   2272     72     15    44942   3929  44942
47228    399   1018     73      0    46209   5238  46209
47258    369    969     55      2    46288   9865  46288
47282    376    977     66      1    46304   2430  46304
47302    387    996     76      0    46305   2467  46305
47404    413   1051     50     29    46352  10140  46352
47418    166    430     47     23    46987  10771  46987
47427    521   1331     64      2    46095   2999  46095
47493    900   2220     98      0    45272    729  45272
47534    548   1395     51     28    46138  10181  46138
